SampleID,Site,Room #,Date,Entry,SamplerStart,SamplerEnd,SamplerNumber,Location,CollectionMethod,Notes,N,ORF1ab,S,MS2,Result,Ct,isobuild,isonwing,isoswing,quarbuild,quarnwing,quarswing,isostack49,quarstack49,buildingcensus,stacktotal,Day,segment
700,Barnhart,Lobby,1/24/2021,NA,845,1130,9,TF,PUF,NA,22.2,No Amp,17.9,20.8,Positive (2/3),26.7,0,,,1,1,,,,1,0,0,posrec
3570,Barnhart,Lobby,2/7/2021,3,1505,1704,3,TF,PUF,NA,26,23.7,No Amp,26.6,Positive (2/3),29.9,47,32,15,40,26,14,1,,87,1,1,aftertrac
3574,Barnhart,Lobby,2/7/2021,4,1706,1904,3,TF,PUF,NA,29.4,No Amp,No Amp,27.9,Negative,36.5,47,32,15,40,26,14,1,,87,1,1,aftertrac
6066,Barnhart,Lobby,3/20/2021,97,1105,1110,3,TF,PUF,0 confirmed positive cases and 7 traced in building on 7th floor South,NA,NA,NA,NA,NA,NA,0,0,,3,,3,,,3,0,42,overnight
3529,Barnhart,Lobby,2/7/2021,2,1255,1505,3,TF,PUF,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,47,32,15,40,26,14,1,,87,1,1,tracerec
3530,Barnhart,Lobby,2/7/2021,2,NA,1505,3,Next to TFS,Settling Plate,NA,NA,NA,NA,NA,NA,NA,47,32,15,40,26,14,1,,87,1,1,
3531,Barnhart,Lobby,2/7/2021,2,NA,1505,3,Door South,Settling Plate,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,47,32,15,40,26,14,1,,87,1,1,
3532,Barnhart,Lobby,2/7/2021,2,NA,1505,3,Door West,Settling Plate,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,47,32,15,40,26,14,1,,87,1,1,
3571,Barnhart,Lobby,2/7/2021,3,NA,1704,3,Next to TFS,Settling Plate,NA,26.5,No Amp,No Amp,No Amp,Negative,35.5,47,32,15,40,26,14,1,,87,1,1,
3572,Barnhart,Lobby,2/7/2021,3,NA,1704,3,Door South,Settling Plate,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,47,32,15,40,26,14,1,,87,1,1,
3573,Barnhart,Lobby,2/7/2021,3,NA,1704,3,Door West,Settling Plate,NA,25.7,No Amp,No Amp,No Amp,Negative,35.2,47,32,15,40,26,14,1,,87,1,1,
3575,Barnhart,Lobby,2/7/2021,4,NA,1904,3,Next to TFS,Settling Plate,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,47,32,15,40,26,14,1,,87,1,1,
3576,Barnhart,Lobby,2/7/2021,4,NA,1904,3,Door South,Settling Plate,NA,26.2,No Amp,No Amp,No Amp,Negative,35.4,47,32,15,40,26,14,1,,87,1,1,
3577,Barnhart,Lobby,2/7/2021,4,NA,1904,3,Door West,Settling Plate,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,47,32,15,40,26,14,1,,87,1,1,
3742,Barnhart,Lobby,2/8/2021,8,1506,1701,3,TF,PUF,NA,29.6,No Amp,No Amp,28.3,Negative,36.5,52,36,16,41,26,15,1,,93,1,2,aftertrac
3784,Barnhart,Lobby,2/8/2021,9,1705,2121,3,TF,PUF,NA,No Amp,No Amp,No Amp,28.5,Negative,40,52,36,16,41,26,15,1,,93,1,2,aftertrac
3660,Barnhart,Lobby,2/8/2021,7,1100,1308,3,TF,PUF,NA,29.7,No Amp,No Amp,28.8,Negative,36.6,52,36,16,41,26,15,1,,93,1,2,between
6067,Barnhart,Lobby,3/20/2021,97,1105,1110,4,TF,PUF,0 confirmed positive cases and 7 traced in building on 7th floor South,No Amp,No Amp,No Amp,No Amp,Negative,40,0,0,,3,,3,,,3,0,42,overnight
3638,Barnhart,Lobby,2/8/2021,6,900,1100,3,TF,PUF,NA,29,No Amp,26.5,28.6,Positive (2/3),31.9,52,36,16,41,26,15,1,,93,1,2,posrec
3701,Barnhart,Lobby,2/8/2021,8,1308,1506,3,TF,PUF,NA,27.1,No Amp,No Amp,27.3,Negative,35.7,52,36,16,41,26,15,1,,93,1,2,tracerec
3580,Barnhart,Lobby,2/8/2021,5,NA,858,3,Door South,Settling Plate,NA,34,No Amp,No Amp,27.5,Negative,38,52,36,16,41,26,15,1,,93,1,2,
3581,Barnhart,Lobby,2/8/2021,5,NA,858,3,Door West,Settling Plate,NA,29.7,No Amp,No Amp,28.6,Negative,36.6,52,36,16,41,26,15,1,,93,1,2,
3641,Barnhart,Lobby,2/8/2021,6,NA,1100,3,Door West,Settling Plate,NA,30.3,No Amp,No Amp,26.9,Negative,36.8,52,36,16,41,26,15,1,,93,1,2,
3702,Barnhart,Lobby,2/8/2021,8,NA,1506,3,Next to TFS,Settling Plate,NA,No Amp,No Amp,No Amp,25.3,Negative,40,52,36,16,41,26,15,1,,93,1,2,
3703,Barnhart,Lobby,2/8/2021,8,NA,1506,3,Door South,Settling Plate,NA,No Amp,No Amp,No Amp,23,Negative,40,52,36,16,41,26,15,1,,93,1,2,
3704,Barnhart,Lobby,2/8/2021,8,NA,1506,3,Door West,Settling Plate,NA,No Amp,No Amp,No Amp,25.2,Negative,40,52,36,16,41,26,15,1,,93,1,2,
3744,Barnhart,Lobby,2/8/2021,8,NA,1703,3,Door South,Settling Plate,NA,No Amp,No Amp,No Amp,26.8,Negative,40,52,36,16,41,26,15,1,,93,1,2,
3745,Barnhart,Lobby,2/8/2021,8,NA,1704,3,Door West,Settling Plate,NA,No Amp,No Amp,No Amp,25.8,Negative,40,52,36,16,41,26,15,1,,93,1,2,
3785,Barnhart,Lobby,2/8/2021,9,NA,NA,3,Next to TFS,Settling Plate,NA,No Amp,No Amp,No Amp,21.9,Negative,40,52,36,16,41,26,15,1,,93,1,2,
3786,Barnhart,Lobby,2/8/2021,9,NA,NA,3,Door South,Settling Plate,NA,No Amp,No Amp,No Amp,24.6,Negative,40,52,36,16,41,26,15,1,,93,1,2,
3787,Barnhart,Lobby,2/8/2021,9,NA,NA,3,Door West,Settling Plate,NA,No Amp,No Amp,No Amp,26.4,Negative,40,52,36,16,41,26,15,1,,93,1,2,
3579,Barnhart,Lobby,2/8/2021,5,NA,858,3,Next to TFS,Settling Plate,NA,30.6,31,32,No Amp,Positive (3/3),31.2,52,36,16,41,26,15,1,,93,1,2,
3639,Barnhart,Lobby,2/8/2021,6,NA,1100,3,Next to TFS,Settling Plate,both samples 3639 and 3640 placed in tube 3639,No Amp,No Amp,No Amp,No Amp,Negative,40,52,36,16,41,26,15,1,,93,1,2,
3640,Barnhart,Lobby,2/8/2021,6,NA,1100,3,Door South,Settling Plate,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,52,36,16,41,26,15,1,,93,1,2,
3661,Barnhart,Lobby,2/8/2021,7,NA,1308,3,Next to TFS,Settling Plate,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,52,36,16,41,26,15,1,,93,1,2,
3662,Barnhart,Lobby,2/8/2021,7,NA,1308,3,Door South,Settling Plate,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,52,36,16,41,26,15,1,,93,1,2,
3663,Barnhart,Lobby,2/8/2021,7,NA,1308,3,Door West,Settling Plate,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,52,36,16,41,26,15,1,,93,1,2,
3743,Barnhart,Lobby,2/8/2021,8,NA,1702,3,Next to TFS,Settling Plate,NA,NA,NA,NA,NA,NA,NA,52,36,16,41,26,15,1,,93,1,2,
3947,Barnhart,Lobby,2/9/2021,14,1700,1900,3,TF,PUF,NA,No Amp,No Amp,No Amp,25.1,Negative,40,62,45,17,43,26,17,1,,105,1,3,aftertrac
3853,Barnhart,Lobby,2/9/2021,12,1100,1300,3,TF,PUF,NA,23,26.6,30.7,24.1,Positive (3/3),26.8,62,45,17,43,26,17,1,,105,1,3,between
3924,Barnhart,Lobby,2/9/2021,14,1500,1700,3,TF,PUF,NA,23.1,No Amp,No Amp,25.9,Negative,34.4,62,45,17,43,26,17,1,,105,1,3,aftertrac
6057,Barnhart,Lobby,3/19/2021,96,1202,1105,3,TF,PUF,0 confirmed positive cases and 7 traced in building on 7th floor South,No Amp,No Amp,No Amp,No Amp,Negative,40,0,0,,5,,5,,,5,0,41,overnight
3820,Barnhart,Lobby,2/9/2021,11,800,1100,3,TF,PUF,NA,28.1,23.6,24.2,26.3,Positive (3/3),25.3,62,45,17,43,26,17,1,,105,1,3,posrec
3885,Barnhart,Lobby,2/9/2021,13,1300,1500,3,TF,PUF,NA,32.1,32.5,33.5,26.8,Positive (3/3),32.7,62,45,17,43,26,17,1,,105,1,3,tracerec
3789,Barnhart,Lobby,2/9/2021,10,NA,NA,3,Next to TFS,Settling Plate,NA,28.5,No Amp,No Amp,21.8,Negative,36.2,62,45,17,43,26,17,1,,105,1,3,
3790,Barnhart,Lobby,2/9/2021,10,NA,NA,3,Door South,Settling Plate,NA,No Amp,No Amp,22.4,25.7,Negative,34.1,62,45,17,43,26,17,1,,105,1,3,
3791,Barnhart,Lobby,2/9/2021,10,NA,NA,3,Door West,Settling Plate,NA,No Amp,25.1,No Amp,26.8,Negative,35,62,45,17,43,26,17,1,,105,1,3,
3821,Barnhart,Lobby,2/9/2021,11,NA,1100,3,Next to TFS,Settling Plate,NA,No Amp,No Amp,No Amp,27.2,Negative,40,62,45,17,43,26,17,1,,105,1,3,
3822,Barnhart,Lobby,2/9/2021,11,NA,1100,3,Door South,Settling Plate,NA,No Amp,No Amp,No Amp,26,Negative,40,62,45,17,43,26,17,1,,105,1,3,
3823,Barnhart,Lobby,2/9/2021,11,NA,1100,3,Door West,Settling Plate,NA,No Amp,No Amp,No Amp,27,Negative,40,62,45,17,43,26,17,1,,105,1,3,
3854,Barnhart,Lobby,2/9/2021,12,NA,1300,3,Next to TFS,Settling Plate,NA,No Amp,No Amp,No Amp,30.9,Negative,40,62,45,17,43,26,17,1,,105,1,3,
3855,Barnhart,Lobby,2/9/2021,12,NA,1300,3,Door South,Settling Plate,NA,No Amp,No Amp,No Amp,27,Negative,40,62,45,17,43,26,17,1,,105,1,3,
3856,Barnhart,Lobby,2/9/2021,12,NA,1300,3,Door West,Settling Plate,NA,No Amp,No Amp,27.3,30,Negative,35.8,62,45,17,43,26,17,1,,105,1,3,
3887,Barnhart,Lobby,2/9/2021,13,NA,1500,3,Door South,Settling Plate,NA,No Amp,No Amp,No Amp,31.2,Negative,40,62,45,17,43,26,17,1,,105,1,3,
3948,Barnhart,Lobby,2/9/2021,14,NA,1900,3,Next to TFS,Settling Plate,NA,32.1,No Amp,No Amp,27.1,Negative,37.4,62,45,17,43,26,17,1,,105,1,3,
3949,Barnhart,Lobby,2/9/2021,14,NA,1900,3,Door South,Settling Plate,NA,No Amp,No Amp,No Amp,26.5,Negative,40,62,45,17,43,26,17,1,,105,1,3,
3886,Barnhart,Lobby,2/9/2021,13,NA,1500,3,Next to TFS,Settling Plate,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,62,45,17,43,26,17,1,,105,1,3,
3888,Barnhart,Lobby,2/9/2021,13,NA,1500,3,Door West,Settling Plate,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,62,45,17,43,26,17,1,,105,1,3,
3925,Barnhart,Lobby,2/9/2021,14,NA,1700,3,Next to TFS,Settling Plate,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,62,45,17,43,26,17,1,,105,1,3,
3926,Barnhart,Lobby,2/9/2021,14,NA,1700,3,Door South,Settling Plate,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,62,45,17,43,26,17,1,,105,1,3,
3927,Barnhart,Lobby,2/9/2021,14,NA,1700,3,Door West,Settling Plate,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,62,45,17,43,26,17,1,,105,1,3,
3950,Barnhart,Lobby,2/9/2021,14,NA,1900,3,Door West,Settling Plate,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,62,45,17,43,26,17,1,,105,1,3,
4090,Barnhart,Lobby,2/10/2021,19,1505,1703,3,TF,PUF,NA,No Amp,No Amp,No Amp,27.9,Negative,40,65,47,18,45,24,21,,1,110,1,4,aftertrac
4112,Barnhart,Lobby,2/10/2021,19,1703,1902,3,TF,PUF,NA,No Amp,No Amp,No Amp,26.9,Negative,40,65,47,18,45,24,21,,1,110,1,4,aftertrac
4026,Barnhart,Lobby,2/10/2021,17,1102,1306,3,TF,PUF,NA,29.8,No Amp,No Amp,27.5,Negative,36.6,65,47,18,45,24,21,,1,110,1,4,between
4002,Barnhart,Lobby,2/10/2021,16,839,1102,3,TF,PUF,NA,26.3,No Amp,No Amp,26,Negative,35.4,65,47,18,45,24,21,,1,110,1,4,posrec
4058,Barnhart,Lobby,2/10/2021,18,1306,1505,3,TF,PUF,NA,No Amp,No Amp,No Amp,26.5,Negative,40,65,47,18,45,24,21,,1,110,1,4,tracerec
4003,Barnhart,Lobby,2/10/2021,16,NA,1102,3,Next to TFS,Settling Plate,NA,30.2,No Amp,No Amp,25.4,Negative,36.7,65,47,18,45,24,21,,1,110,1,4,
4005,Barnhart,Lobby,2/10/2021,16,NA,1102,3,Door West,Settling Plate,NA,24.9,No Amp,20.9,27.6,Positive (2/3),28.6,65,47,18,45,24,21,,1,110,1,4,
4061,Barnhart,Lobby,2/10/2021,18,NA,1505,3,Door West,Settling Plate,NA,No Amp,No Amp,No Amp,26.3,Negative,40,65,47,18,45,24,21,,1,110,1,4,
4092,Barnhart,Lobby,2/10/2021,19,NA,1703,3,Door South,Settling Plate,NA,No Amp,No Amp,No Amp,28.8,Negative,40,65,47,18,45,24,21,,1,110,1,4,
4093,Barnhart,Lobby,2/10/2021,19,NA,1703,3,Door West,Settling Plate,NA,No Amp,No Amp,No Amp,24.6,Negative,40,65,47,18,45,24,21,,1,110,1,4,
4113,Barnhart,Lobby,2/10/2021,19,NA,1902,3,Next to TFS,Settling Plate,NA,No Amp,No Amp,No Amp,26.7,Negative,40,65,47,18,45,24,21,,1,110,1,4,
4114,Barnhart,Lobby,2/10/2021,19,NA,1902,3,Door South,Settling Plate,NA,33.7,No Amp,No Amp,27.5,Negative,37.9,65,47,18,45,24,21,,1,110,1,4,
4115,Barnhart,Lobby,2/10/2021,19,NA,1902,3,Door West,Settling Plate,NA,No Amp,No Amp,No Amp,27.5,Negative,40,65,47,18,45,24,21,,1,110,1,4,
3980,Barnhart,Lobby,2/10/2021,15,NA,839,3,Next to TFS,Settling Plate,NA,NA,NA,NA,NA,NA,NA,65,47,18,45,24,21,,1,110,1,4,
3981,Barnhart,Lobby,2/10/2021,15,NA,839,3,Door South,Settling Plate,NA,NA,NA,NA,NA,NA,NA,65,47,18,45,24,21,,1,110,1,4,
3982,Barnhart,Lobby,2/10/2021,15,NA,839,3,Door West,Settling Plate,NA,NA,NA,NA,NA,NA,NA,65,47,18,45,24,21,,1,110,1,4,
4004,Barnhart,Lobby,2/10/2021,16,NA,1102,3,Door South,Settling Plate,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,65,47,18,45,24,21,,1,110,1,4,
4027,Barnhart,Lobby,2/10/2021,17,NA,1306,3,Next to TFS,Settling Plate,NA,NA,NA,NA,NA,NA,NA,65,47,18,45,24,21,,1,110,1,4,
4028,Barnhart,Lobby,2/10/2021,17,NA,1306,3,Door South,Settling Plate,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,65,47,18,45,24,21,,1,110,1,4,
4029,Barnhart,Lobby,2/10/2021,17,NA,1306,3,Door West,Settling Plate,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,65,47,18,45,24,21,,1,110,1,4,
4059,Barnhart,Lobby,2/10/2021,18,NA,1505,3,Next to TFS,Settling Plate,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,65,47,18,45,24,21,,1,110,1,4,
4060,Barnhart,Lobby,2/10/2021,18,NA,1505,3,Door South,Settling Plate,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,65,47,18,45,24,21,,1,110,1,4,
4091,Barnhart,Lobby,2/10/2021,19,NA,1703,3,Next to TFS,Settling Plate,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,65,47,18,45,24,21,,1,110,1,4,
4237,Barnhart,Lobby,2/11/2021,23,1516,1720,3,TF,PUF,NA,27.9,No Amp,No Amp,26.7,Negative,36,69,51,18,46,20,26,,1,115,1,5,aftertrac
4270,Barnhart,Lobby,2/11/2021,24,1720,1906,3,TF,PUF,NA,No Amp,No Amp,No Amp,26.7,Negative,40,69,51,18,46,20,26,,1,115,1,5,aftertrac
4201,Barnhart,Lobby,2/11/2021,21,1117,1315,3,TF,PUF,NA,24.6,No Amp,23.7,26,Positive (2/3),29.5,69,51,18,46,20,26,,1,115,1,5,between
4241,Barnhart,Roof,2/11/2021,1,1338,1710,5,Roof Exhaust TF,PUF,NA,29.9,28.8,25.5,28.2,Positive (3/3),28.1,69,51,18,46,20,26,,1,115,1,5,tracplus
6058,Barnhart,Lobby,3/19/2021,96,1202,1105,4,TF,PUF,0 confirmed positive cases and 7 traced in building on 7th floor South,32.8,No Amp,No Amp,27.3,Negative,37.6,0,0,,5,,5,,,5,0,41,overnight
4169,Barnhart,Lobby,2/11/2021,20,820,1117,3,TF,PUF,NA,24.6,25,24.6,26.7,Positive (3/3),24.7,69,51,18,46,20,26,,1,115,1,5,posrec
4233,Barnhart,Lobby,2/11/2021,22,1315,1516,3,TF,PUF,NA,No Amp,No Amp,No Amp,28.2,Negative,40,69,51,18,46,20,26,,1,115,1,5,tracerec
4135,Barnhart,Lobby,2/11/2021,20,NA,820,3,Next to TFS,Settling Plate,NA,25.5,30.8,25.5,27.2,Positive (3/3),27.3,69,51,18,46,20,26,,1,115,1,5,
4136,Barnhart,Lobby,2/11/2021,20,NA,820,3,Door South,Settling Plate,NA,No Amp,No Amp,No Amp,27.8,Negative,40,69,51,18,46,20,26,,1,115,1,5,
4203,Barnhart,Lobby,2/11/2021,21,NA,1315,3,Door South,Settling Plate,NA,No Amp,No Amp,No Amp,29.5,Negative,40,69,51,18,46,20,26,,1,115,1,5,
4234,Barnhart,Lobby,2/11/2021,22,NA,1516,3,Next to TFS,Settling Plate,NA,No Amp,No Amp,No Amp,30.6,Negative,40,69,51,18,46,20,26,,1,115,1,5,
4235,Barnhart,Lobby,2/11/2021,22,NA,1516,3,Door South,Settling Plate,NA,No Amp,No Amp,No Amp,28.9,Negative,40,69,51,18,46,20,26,,1,115,1,5,
4236,Barnhart,Lobby,2/11/2021,22,NA,1516,3,Door West,Settling Plate,NA,No Amp,No Amp,No Amp,26.5,Negative,40,69,51,18,46,20,26,,1,115,1,5,
4238,Barnhart,Lobby,2/11/2021,23,NA,1720,3,Next to TFS,Settling Plate,NA,No Amp,No Amp,No Amp,28.1,Negative,40,69,51,18,46,20,26,,1,115,1,5,
4239,Barnhart,Lobby,2/11/2021,23,NA,1720,3,Door South,Settling Plate,NA,No Amp,30.1,No Amp,27,Negative,36.7,69,51,18,46,20,26,,1,115,1,5,
4240,Barnhart,Lobby,2/11/2021,23,NA,1720,3,Door West,Settling Plate,NA,No Amp,No Amp,No Amp,27.5,Negative,40,69,51,18,46,20,26,,1,115,1,5,
4271,Barnhart,Lobby,2/11/2021,24,NA,1906,3,Next to TFS,Settling Plate,NA,No Amp,33.4,No Amp,28.7,Negative,37.8,69,51,18,46,20,26,,1,115,1,5,
4272,Barnhart,Lobby,2/11/2021,24,NA,1906,3,Door South,Settling Plate,NA,No Amp,No Amp,No Amp,27.9,Negative,40,69,51,18,46,20,26,,1,115,1,5,
4273,Barnhart,Lobby,2/11/2021,24,NA,1906,3,Door West,Settling Plate,NA,27.4,19,21.6,22.8,Positive (3/3),22.7,69,51,18,46,20,26,,1,115,1,5,
4170,Barnhart,Lobby,2/11/2021,20,NA,1117,3,Next to TFS,Settling Plate,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,69,51,18,46,20,26,,1,115,1,5,
4171,Barnhart,Lobby,2/11/2021,20,NA,1117,3,Door South,Settling Plate,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,69,51,18,46,20,26,,1,115,1,5,
4202,Barnhart,Lobby,2/11/2021,21,NA,1315,3,Next to TFS,Settling Plate,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,69,51,18,46,20,26,,1,115,1,5,
4204,Barnhart,Lobby,2/11/2021,21,NA,1315,3,Door West,Settling Plate,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,69,51,18,46,20,26,,1,115,1,5,
4288,Barnhart,Roof,2/12/2021,2,900,1110,5,Roof Exhaust TF,PUF,NA,28.6,23.4,No Amp,26.9,Positive (2/3),30.7,69,54,15,52,28,24,,1,121,1,6,posrec
4304,Barnhart,Roof,2/12/2021,3,1110,1345,5,Roof Exhaust TF,PUF,NA,No Amp,No Amp,No Amp,27.7,Negative,40,69,54,15,52,28,24,,1,121,1,6,other
4306,Barnhart,Lobby,2/12/2021,27,1100,1300,3,TF,PUF,dirty linen bins being moved because of water leak construction,No Amp,No Amp,No Amp,28.6,Negative,40,69,54,15,52,28,24,,1,121,1,6,between
4397,Barnhart,Roof,2/12/2021,4,1250,1820,5,Roof Exhaust TF,PUF,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,69,54,15,52,28,24,,1,121,1,6,tracplus
4336,Barnhart,Lobby,2/12/2021,28,1500,916,3,TF,PUF,NA,29.4,No Amp,28.1,27,Positive (2/3),32.5,69,54,15,52,28,24,,1,121,1,6,overnight
4320,Barnhart,Roof,2/12/2021,4,1345,NA,5,Roof Exhaust TF,PUF,NA,30.8,24.2,No Amp,27.9,Positive (2/3),31.7,69,54,15,52,28,24,,1,121,1,6,
4340,Barnhart,Roof,2/12/2021,4,1345,1250,5,Roof Exhaust TF,PUF,NA,24.6,22,22.7,22.2,Positive (3/3),23.1,69,54,15,52,28,24,,1,121,1,6,overnight
6039,Barnhart,Lobby,3/17/2021,94,1503,1520,3,TF,PUF,0 confirmed positive cases and 7 traced in building on 7th floor South,NA,NA,NA,NA,NA,NA,0,0,,6,,6,,,6,0,39,overnight
4290,Barnhart,Lobby,2/12/2021,26,900,1100,3,TF,PUF,dirty linen bins being moved because of water leak construction,28.1,No Amp,No Amp,No Amp,Negative,36,69,54,15,44,20,24,,1,113,1,6,posrec
4342,Barnhart,Lobby,2/12/2021,29,916,1131,3,TF,PUF,NA,25.6,No Amp,No Amp,23.1,Negative,35.2,69,54,15,52,28,24,,1,121,1,6,posrec
4323,Barnhart,Lobby,2/12/2021,27,1300,1500,3,TF,PUF,dirty linen bins being moved because of water leak construction,24.5,No Amp,No Amp,26.1,Negative,34.8,69,54,15,52,28,24,,1,121,1,6,tracerec
4285,Barnhart,Lobby,2/12/2021,25,NA,900,3,Next to TFS,Settling Plate,NA,24.8,No Amp,No Amp,25.8,Negative,34.9,69,54,15,52,28,24,,1,121,1,6,
4286,Barnhart,Lobby,2/12/2021,25,NA,900,3,Door South,Settling Plate,NA,24.6,No Amp,No Amp,25.5,Negative,34.9,69,54,15,52,28,24,,1,121,1,6,
4287,Barnhart,Lobby,2/12/2021,25,NA,900,3,Door West,Settling Plate,NA,27.9,No Amp,No Amp,24.8,Negative,36,69,54,15,52,28,24,,1,121,1,6,
4308,Barnhart,Lobby,2/12/2021,27,NA,1300,3,Door South,Settling Plate,NA,No Amp,No Amp,No Amp,32.9,Negative,40,69,54,15,52,28,24,,1,121,1,6,
4325,Barnhart,Lobby,2/12/2021,27,NA,1500,3,Door South,Settling Plate,NA,No Amp,No Amp,No Amp,33.5,Negative,40,69,54,15,52,28,24,,1,121,1,6,
4291,Barnhart,Lobby,2/12/2021,26,NA,1100,3,Next to TFS,Settling Plate,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,69,54,15,52,28,24,,1,121,1,6,
4292,Barnhart,Lobby,2/12/2021,26,NA,1100,3,Door South,Settling Plate,NA,30.8,No Amp,No Amp,No Amp,Negative,36.9,69,54,15,52,28,24,,1,121,1,6,
4293,Barnhart,Lobby,2/12/2021,26,NA,1100,3,Door West,Settling Plate,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,69,54,15,52,28,24,,1,121,1,6,
4307,Barnhart,Lobby,2/12/2021,27,NA,1300,3,Next to TFS,Settling Plate,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,69,54,15,52,28,24,,1,121,1,6,
4309,Barnhart,Lobby,2/12/2021,27,NA,1300,3,Door West,Settling Plate,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,69,54,15,52,28,24,,1,121,1,6,
4324,Barnhart,Lobby,2/12/2021,27,NA,1500,3,Next to TFS,Settling Plate,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,69,54,15,52,28,24,,1,121,1,6,
4326,Barnhart,Lobby,2/12/2021,27,NA,1500,3,Door West,Settling Plate,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,69,54,15,52,28,24,,1,121,1,6,
4289,Barnhart,Roof,2/12/2021,1,NA,900,NA,Roof Port,swab,NA,No Amp,No Amp,23.4,27.3,Negative,34.5,69,54,15,52,28,24,,1,121,1,6,
4305,Barnhart,Roof,2/12/2021,2,NA,1110,NA,Roof Port,swab,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,69,54,15,52,28,24,,1,121,1,6,
4321,Barnhart,Roof,2/12/2021,3,NA,1345,NA,Roof Port,swab,NA,No Amp,No Amp,No Amp,No Amp,Negative,40,69,54,15,52,28,24,,1,121,1,6,
filler,filler,filler,2/13/2021,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,65,,,52,,,,,116,,7,
